"parasite_species","parasite_genus","parasite_family","parasite_order","parasite_class","parasite_phylum","host_species","host_genus","host_in_cycle_exposed","to_int_def","exposure_type","likely_undercount","dpi","dose","sample_size","tot_given","tot_recovered","recovery_rate","worm_length","worm_width","worm_volume","imputed_worm_volume","log_ws","host_bm","log_hm","study"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","yes",2,60000,1,60000,10680,0.178,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",4,60000,1,60000,30720,0.512,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",6,60000,1,60000,29700,0.495,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",8,60000,1,60000,24300,0.405,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","yes",10,60000,1,60000,6000,0.1,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",12,60000,1,60000,32820,0.547,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",14,60000,1,60000,40080,0.668,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",16,60000,1,60000,45180,0.753,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",18,60000,1,60000,34980,0.583,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus abnormalis","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",20,60000,1,60000,36480,0.608,0.9905,NA,NA,0.000665713,NA,37794.826,10.5399274939321,"Beveridge et al. 1985 . Proc. Helminthol. Soc. Wash. 52 : 119-131"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","yes",1,5000,1,5000,243,0.0486,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","yes",2,5000,1,5000,110,0.022,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","yes",3,5000,1,5000,499,0.0998,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",4,200,1,200,11,0.055,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",5,200,1,200,31,0.155,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",6,200,1,200,1,0.005,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",7,200,1,200,33,0.165,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",8,200,1,200,56,0.28,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",9,200,1,200,86,0.43,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",10,200,1,200,50,0.25,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",11,200,1,200,63,0.315,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",12,200,1,200,25,0.125,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",13,200,1,200,43,0.215,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",14,200,1,200,15,0.075,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",15,200,1,200,0,0,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",16,200,1,200,11,0.055,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",17,200,1,200,2,0.01,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",18,200,1,200,14,0.07,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",19,200,1,200,4,0.02,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",20,200,1,200,3,0.015,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",21,200,1,200,48,0.24,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",22,200,1,200,10,0.05,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",23,200,1,200,3,0.015,1.0365,NA,NA,0.000718563,NA,1304.135,7.17329526473535,"Audebert et al. 2004 . Parasitol. Res. 94 : 112-117"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",5,1e+06,1,1e+06,8000,0.008,1.0365,NA,NA,0.000718563,NA,37794.826,10.5399274939321,"Kates and Turner 1955 . Am. J. Vet. Res. 16 : 105-115"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",5,825000,1,825000,650100,0.788,1.0365,NA,NA,0.000718563,NA,37794.826,10.5399274939321,"Kates and Turner 1955 . Am. J. Vet. Res. 16 : 105-115"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",8,1e+06,1,1e+06,540000,0.54,1.0365,NA,NA,0.000718563,NA,37794.826,10.5399274939321,"Kates and Turner 1955 . Am. J. Vet. Res. 16 : 105-115"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",10,1e+06,1,1e+06,31000,0.031,1.0365,NA,NA,0.000718563,NA,37794.826,10.5399274939321,"Kates and Turner 1955 . Am. J. Vet. Res. 16 : 105-115"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",12,825000,1,825000,499950,0.606,1.0365,NA,NA,0.000718563,NA,37794.826,10.5399274939321,"Kates and Turner 1955 . Am. J. Vet. Res. 16 : 105-115"
"Nematodirus spathiger","Nematodirus","Molineidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",15,1e+06,1,1e+06,396000,0.396,1.0365,NA,NA,0.000718563,NA,37794.826,10.5399274939321,"Kates and Turner 1955 . Am. J. Vet. Res. 16 : 105-115"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,1,0.1,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,1,0.1,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,1,0.1,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,1,0.1,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,2,0.2,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,2,0.2,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,5,0.5,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala","Micropterus salmoides","Micropterus","3","Definitive","Individual","no",14,10,1,10,0,0,2.265,0.2975,0.160158099,0.160158099,-1.83159383286629,1812.127184,7.50225667398521,"Richardson and Abdo 2011 . Comp. Parasitol. 78 : 233-235"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",1,5000,1,5000,624,0.1248,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",2,5000,1,5000,1327,0.2654,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",3,5000,1,5000,1056,0.2112,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",4,5000,1,5000,1311,0.2622,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",5,5000,1,5000,641,0.1282,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",6,5000,1,5000,1112,0.2224,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",7,5000,1,5000,954,0.1908,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",8,5000,1,5000,766,0.1532,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",9,5000,1,5000,1060,0.212,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",10,5000,1,5000,1198,0.2396,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",14,5000,1,5000,666,0.1332,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",16,5000,1,5000,324,0.0648,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",22,5000,1,5000,296,0.0592,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",30,5000,1,5000,348,0.0696,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",36,5000,1,5000,386,0.0772,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",45,5000,1,5000,396,0.0792,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",48,5000,1,5000,192,0.0384,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","2","Definitive","Individual","no",60,5000,1,5000,216,0.0432,0.5517,NA,NA,0.000909452,NA,37794.826,10.5399274939321,"Ordonez and Campillo 1984 . Vet. Parasitol. 15 : 271-284"
"Obeliscoides cuniculi","Obeliscoides","Cooperiidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",1,500,1,500,330,0.66,0.653833333,0.0205,0.000206083,0.000206083,-8.48723155770083,1304.135,7.17329526473535,"Measures and Anderson 1983 . J. Wildl. Dis. 19 : 225-233"
"Obeliscoides cuniculi","Obeliscoides","Cooperiidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",3,500,1,500,412,0.824,0.653833333,0.0205,0.000206083,0.000206083,-8.48723155770083,1304.135,7.17329526473535,"Measures and Anderson 1983 . J. Wildl. Dis. 19 : 225-233"
"Obeliscoides cuniculi","Obeliscoides","Cooperiidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",6,500,1,500,500,1,0.653833333,0.0205,0.000206083,0.000206083,-8.48723155770083,1304.135,7.17329526473535,"Measures and Anderson 1983 . J. Wildl. Dis. 19 : 225-233"
"Obeliscoides cuniculi","Obeliscoides","Cooperiidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",8,500,1,500,456,0.912,0.653833333,0.0205,0.000206083,0.000206083,-8.48723155770083,1304.135,7.17329526473535,"Measures and Anderson 1983 . J. Wildl. Dis. 19 : 225-233"
"Obeliscoides cuniculi","Obeliscoides","Cooperiidae","Rhabditida","Chromadorea","Nematoda","Oryctolagus cuniculus","Oryctolagus","1","Definitive","Individual","no",11,500,1,500,301,0.602,0.653833333,0.0205,0.000206083,0.000206083,-8.48723155770083,1304.135,7.17329526473535,"Measures and Anderson 1983 . J. Wildl. Dis. 19 : 225-233"
